 &SRS
 SRSRUN=31,SRSDAT=201695,SRSTIM=103821,
 SRSSTN='null',SRSPRJ='null    ',SRSEXP='null    ',
 SRSTLE='                                                            ',
 SRSCN1='        ',SRSCN2='        ',SRSCN3='        ',
 &END
Angle (Degrees)	Position (Steps)	picamera
256.025390625	2913	31/000257.jpg
256.9921875	2924	31/000258.jpg
257.958984375	2935	31/000259.jpg
259.013671875	2947	31/000260.jpg
259.98046875	2958	31/000261.jpg
261.03515625	2970	31/000262.jpg
262.001953125	2981	31/000263.jpg
262.96875	2992	31/000264.jpg
264.0234375	3004	31/000265.jpg
264.990234375	3015	31/000266.jpg
265.95703125	3026	31/000267.jpg
267.01171875	3038	31/000268.jpg
267.978515625	3049	31/000269.jpg
269.033203125	3061	31/000270.jpg
270.0	3072	31/000271.jpg
270.966796875	3083	31/000272.jpg
272.021484375	3095	31/000273.jpg
272.98828125	3106	31/000274.jpg
274.04296875	3118	31/000275.jpg
275.009765625	3129	31/000276.jpg
275.9765625	3140	31/000277.jpg
277.03125	3152	31/000278.jpg
277.998046875	3163	31/000279.jpg
278.96484375	3174	31/000280.jpg
280.01953125	3186	31/000281.jpg
280.986328125	3197	31/000282.jpg
282.041015625	3209	31/000283.jpg
283.0078125	3220	31/000284.jpg
283.974609375	3231	31/000285.jpg
285.029296875	3243	31/000286.jpg
285.99609375	3254	31/000287.jpg
286.962890625	3265	31/000288.jpg
288.017578125	3277	31/000289.jpg
288.984375	3288	31/000290.jpg
290.0390625	3300	31/000291.jpg
291.005859375	3311	31/000292.jpg
291.97265625	3322	31/000293.jpg
293.02734375	3334	31/000294.jpg
293.994140625	3345	31/000295.jpg
294.9609375	3356	31/000296.jpg
296.015625	3368	31/000297.jpg
296.982421875	3379	31/000298.jpg
298.037109375	3391	31/000299.jpg
299.00390625	3402	31/000300.jpg
299.970703125	3413	31/000301.jpg
301.025390625	3425	31/000302.jpg
301.9921875	3436	31/000303.jpg
302.958984375	3447	31/000304.jpg
304.013671875	3459	31/000305.jpg
304.98046875	3470	31/000306.jpg
306.03515625	3482	31/000307.jpg
307.001953125	3493	31/000308.jpg
307.96875	3504	31/000309.jpg
309.0234375	3516	31/000310.jpg
309.990234375	3527	31/000311.jpg
310.95703125	3538	31/000312.jpg
312.01171875	3550	31/000313.jpg
312.978515625	3561	31/000314.jpg
314.033203125	3573	31/000315.jpg
315.0	3584	31/000316.jpg
315.966796875	3595	31/000317.jpg
317.021484375	3607	31/000318.jpg
317.98828125	3618	31/000319.jpg
319.04296875	3630	31/000320.jpg
320.009765625	3641	31/000321.jpg
320.9765625	3652	31/000322.jpg
322.03125	3664	31/000323.jpg
322.998046875	3675	31/000324.jpg
323.96484375	3686	31/000325.jpg
325.01953125	3698	31/000326.jpg
325.986328125	3709	31/000327.jpg
327.041015625	3721	31/000328.jpg
328.0078125	3732	31/000329.jpg
328.974609375	3743	31/000330.jpg
330.029296875	3755	31/000331.jpg
330.99609375	3766	31/000332.jpg
331.962890625	3777	31/000333.jpg
333.017578125	3789	31/000334.jpg
333.984375	3800	31/000335.jpg
335.0390625	3812	31/000336.jpg
336.005859375	3823	31/000337.jpg
336.97265625	3834	31/000338.jpg
338.02734375	3846	31/000339.jpg
338.994140625	3857	31/000340.jpg
339.9609375	3868	31/000341.jpg
341.015625	3880	31/000342.jpg
341.982421875	3891	31/000343.jpg
343.037109375	3903	31/000344.jpg
344.00390625	3914	31/000345.jpg
344.970703125	3925	31/000346.jpg
346.025390625	3937	31/000347.jpg
346.9921875	3948	31/000348.jpg
347.958984375	3959	31/000349.jpg
349.013671875	3971	31/000350.jpg
349.98046875	3982	31/000351.jpg
351.03515625	3994	31/000352.jpg
352.001953125	4005	31/000353.jpg
352.96875	4016	31/000354.jpg
354.0234375	4028	31/000355.jpg
354.990234375	4039	31/000356.jpg
355.95703125	4050	31/000357.jpg
357.01171875	4062	31/000358.jpg
357.978515625	4073	31/000359.jpg
359.033203125	4085	31/000360.jpg
360.0	4096	31/000361.jpg
