 &SRS
 SRSRUN=29,SRSDAT=201695,SRSTIM=102057,
 SRSSTN='null',SRSPRJ='null    ',SRSEXP='null    ',
 SRSTLE='                                                            ',
 SRSCN1='        ',SRSCN2='        ',SRSCN3='        ',
 &END
Angle (Degrees)	Position (Steps)	picamera
53.96484375	614	29/000055.jpg
55.01953125	626	29/000056.jpg
55.986328125	637	29/000057.jpg
57.041015625	649	29/000058.jpg
58.0078125	660	29/000059.jpg
58.974609375	671	29/000060.jpg
60.029296875	683	29/000061.jpg
60.99609375	694	29/000062.jpg
61.962890625	705	29/000063.jpg
63.017578125	717	29/000064.jpg
63.984375	728	29/000065.jpg
65.0390625	740	29/000066.jpg
66.005859375	751	29/000067.jpg
66.97265625	762	29/000068.jpg
68.02734375	774	29/000069.jpg
68.994140625	785	29/000070.jpg
69.9609375	796	29/000071.jpg
71.015625	808	29/000072.jpg
71.982421875	819	29/000073.jpg
73.037109375	831	29/000074.jpg
74.00390625	842	29/000075.jpg
74.970703125	853	29/000076.jpg
76.025390625	865	29/000077.jpg
76.9921875	876	29/000078.jpg
77.958984375	887	29/000079.jpg
79.013671875	899	29/000080.jpg
79.98046875	910	29/000081.jpg
81.03515625	922	29/000082.jpg
82.001953125	933	29/000083.jpg
82.96875	944	29/000084.jpg
84.0234375	956	29/000085.jpg
84.990234375	967	29/000086.jpg
85.95703125	978	29/000087.jpg
87.01171875	990	29/000088.jpg
87.978515625	1001	29/000089.jpg
89.033203125	1013	29/000090.jpg
90.0	1024	29/000091.jpg
90.966796875	1035	29/000092.jpg
92.021484375	1047	29/000093.jpg
92.98828125	1058	29/000094.jpg
94.04296875	1070	29/000095.jpg
95.009765625	1081	29/000096.jpg
95.9765625	1092	29/000097.jpg
97.03125	1104	29/000098.jpg
97.998046875	1115	29/000099.jpg
98.96484375	1126	29/000100.jpg
100.01953125	1138	29/000101.jpg
100.986328125	1149	29/000102.jpg
102.041015625	1161	29/000103.jpg
103.0078125	1172	29/000104.jpg
103.974609375	1183	29/000105.jpg
105.029296875	1195	29/000106.jpg
105.99609375	1206	29/000107.jpg
106.962890625	1217	29/000108.jpg
108.017578125	1229	29/000109.jpg
108.984375	1240	29/000110.jpg
110.0390625	1252	29/000111.jpg
111.005859375	1263	29/000112.jpg
111.97265625	1274	29/000113.jpg
113.02734375	1286	29/000114.jpg
113.994140625	1297	29/000115.jpg
114.9609375	1308	29/000116.jpg
116.015625	1320	29/000117.jpg
116.982421875	1331	29/000118.jpg
118.037109375	1343	29/000119.jpg
119.00390625	1354	29/000120.jpg
119.970703125	1365	29/000121.jpg
121.025390625	1377	29/000122.jpg
121.9921875	1388	29/000123.jpg
122.958984375	1399	29/000124.jpg
124.013671875	1411	29/000125.jpg
124.98046875	1422	29/000126.jpg
126.03515625	1434	29/000127.jpg
127.001953125	1445	29/000128.jpg
127.96875	1456	29/000129.jpg
129.0234375	1468	29/000130.jpg
129.990234375	1479	29/000131.jpg
130.95703125	1490	29/000132.jpg
132.01171875	1502	29/000133.jpg
132.978515625	1513	29/000134.jpg
134.033203125	1525	29/000135.jpg
135.0	1536	29/000136.jpg
135.966796875	1547	29/000137.jpg
137.021484375	1559	29/000138.jpg
137.98828125	1570	29/000139.jpg
139.04296875	1582	29/000140.jpg
140.009765625	1593	29/000141.jpg
140.9765625	1604	29/000142.jpg
142.03125	1616	29/000143.jpg
142.998046875	1627	29/000144.jpg
143.96484375	1638	29/000145.jpg
145.01953125	1650	29/000146.jpg
145.986328125	1661	29/000147.jpg
147.041015625	1673	29/000148.jpg
148.0078125	1684	29/000149.jpg
148.974609375	1695	29/000150.jpg
150.029296875	1707	29/000151.jpg
150.99609375	1718	29/000152.jpg
151.962890625	1729	29/000153.jpg
153.017578125	1741	29/000154.jpg
153.984375	1752	29/000155.jpg
155.0390625	1764	29/000156.jpg
156.005859375	1775	29/000157.jpg
156.97265625	1786	29/000158.jpg
158.02734375	1798	29/000159.jpg
158.994140625	1809	29/000160.jpg
159.9609375	1820	29/000161.jpg
161.015625	1832	29/000162.jpg
161.982421875	1843	29/000163.jpg
163.037109375	1855	29/000164.jpg
164.00390625	1866	29/000165.jpg
164.970703125	1877	29/000166.jpg
166.025390625	1889	29/000167.jpg
166.9921875	1900	29/000168.jpg
167.958984375	1911	29/000169.jpg
169.013671875	1923	29/000170.jpg
169.98046875	1934	29/000171.jpg
171.03515625	1946	29/000172.jpg
172.001953125	1957	29/000173.jpg
172.96875	1968	29/000174.jpg
174.0234375	1980	29/000175.jpg
174.990234375	1991	29/000176.jpg
175.95703125	2002	29/000177.jpg
177.01171875	2014	29/000178.jpg
177.978515625	2025	29/000179.jpg
179.033203125	2037	29/000180.jpg
180.0	2048	29/000181.jpg
180.966796875	2059	29/000182.jpg
182.021484375	2071	29/000183.jpg
182.98828125	2082	29/000184.jpg
184.04296875	2094	29/000185.jpg
185.009765625	2105	29/000186.jpg
185.9765625	2116	29/000187.jpg
187.03125	2128	29/000188.jpg
187.998046875	2139	29/000189.jpg
188.96484375	2150	29/000190.jpg
190.01953125	2162	29/000191.jpg
190.986328125	2173	29/000192.jpg
192.041015625	2185	29/000193.jpg
193.0078125	2196	29/000194.jpg
193.974609375	2207	29/000195.jpg
195.029296875	2219	29/000196.jpg
195.99609375	2230	29/000197.jpg
196.962890625	2241	29/000198.jpg
198.017578125	2253	29/000199.jpg
198.984375	2264	29/000200.jpg
200.0390625	2276	29/000201.jpg
201.005859375	2287	29/000202.jpg
201.97265625	2298	29/000203.jpg
203.02734375	2310	29/000204.jpg
203.994140625	2321	29/000205.jpg
204.9609375	2332	29/000206.jpg
206.015625	2344	29/000207.jpg
206.982421875	2355	29/000208.jpg
208.037109375	2367	29/000209.jpg
209.00390625	2378	29/000210.jpg
209.970703125	2389	29/000211.jpg
211.025390625	2401	29/000212.jpg
211.9921875	2412	29/000213.jpg
212.958984375	2423	29/000214.jpg
214.013671875	2435	29/000215.jpg
214.98046875	2446	29/000216.jpg
216.03515625	2458	29/000217.jpg
217.001953125	2469	29/000218.jpg
217.96875	2480	29/000219.jpg
219.0234375	2492	29/000220.jpg
219.990234375	2503	29/000221.jpg
220.95703125	2514	29/000222.jpg
222.01171875	2526	29/000223.jpg
222.978515625	2537	29/000224.jpg
224.033203125	2549	29/000225.jpg
225.0	2560	29/000226.jpg
225.966796875	2571	29/000227.jpg
227.021484375	2583	29/000228.jpg
227.98828125	2594	29/000229.jpg
229.04296875	2606	29/000230.jpg
230.009765625	2617	29/000231.jpg
230.9765625	2628	29/000232.jpg
232.03125	2640	29/000233.jpg
232.998046875	2651	29/000234.jpg
233.96484375	2662	29/000235.jpg
235.01953125	2674	29/000236.jpg
235.986328125	2685	29/000237.jpg
237.041015625	2697	29/000238.jpg
238.0078125	2708	29/000239.jpg
238.974609375	2719	29/000240.jpg
240.029296875	2731	29/000241.jpg
240.99609375	2742	29/000242.jpg
241.962890625	2753	29/000243.jpg
243.017578125	2765	29/000244.jpg
243.984375	2776	29/000245.jpg
245.0390625	2788	29/000246.jpg
246.005859375	2799	29/000247.jpg
246.97265625	2810	29/000248.jpg
248.02734375	2822	29/000249.jpg
248.994140625	2833	29/000250.jpg
249.9609375	2844	29/000251.jpg
251.015625	2856	29/000252.jpg
251.982421875	2867	29/000253.jpg
253.037109375	2879	29/000254.jpg
254.00390625	2890	29/000255.jpg
254.970703125	2901	29/000256.jpg
256.025390625	2913	29/000257.jpg
256.9921875	2924	29/000258.jpg
257.958984375	2935	29/000259.jpg
259.013671875	2947	29/000260.jpg
259.98046875	2958	29/000261.jpg
261.03515625	2970	29/000262.jpg
262.001953125	2981	29/000263.jpg
262.96875	2992	29/000264.jpg
264.0234375	3004	29/000265.jpg
264.990234375	3015	29/000266.jpg
265.95703125	3026	29/000267.jpg
267.01171875	3038	29/000268.jpg
267.978515625	3049	29/000269.jpg
269.033203125	3061	29/000270.jpg
270.0	3072	29/000271.jpg
270.966796875	3083	29/000272.jpg
272.021484375	3095	29/000273.jpg
272.98828125	3106	29/000274.jpg
274.04296875	3118	29/000275.jpg
275.009765625	3129	29/000276.jpg
275.9765625	3140	29/000277.jpg
277.03125	3152	29/000278.jpg
277.998046875	3163	29/000279.jpg
278.96484375	3174	29/000280.jpg
280.01953125	3186	29/000281.jpg
280.986328125	3197	29/000282.jpg
282.041015625	3209	29/000283.jpg
283.0078125	3220	29/000284.jpg
283.974609375	3231	29/000285.jpg
285.029296875	3243	29/000286.jpg
285.99609375	3254	29/000287.jpg
286.962890625	3265	29/000288.jpg
288.017578125	3277	29/000289.jpg
288.984375	3288	29/000290.jpg
290.0390625	3300	29/000291.jpg
291.005859375	3311	29/000292.jpg
291.97265625	3322	29/000293.jpg
293.02734375	3334	29/000294.jpg
293.994140625	3345	29/000295.jpg
294.9609375	3356	29/000296.jpg
296.015625	3368	29/000297.jpg
296.982421875	3379	29/000298.jpg
298.037109375	3391	29/000299.jpg
299.00390625	3402	29/000300.jpg
299.970703125	3413	29/000301.jpg
301.025390625	3425	29/000302.jpg
301.9921875	3436	29/000303.jpg
302.958984375	3447	29/000304.jpg
304.013671875	3459	29/000305.jpg
304.98046875	3470	29/000306.jpg
306.03515625	3482	29/000307.jpg
307.001953125	3493	29/000308.jpg
307.96875	3504	29/000309.jpg
309.0234375	3516	29/000310.jpg
309.990234375	3527	29/000311.jpg
310.95703125	3538	29/000312.jpg
312.01171875	3550	29/000313.jpg
312.978515625	3561	29/000314.jpg
314.033203125	3573	29/000315.jpg
315.0	3584	29/000316.jpg
315.966796875	3595	29/000317.jpg
317.021484375	3607	29/000318.jpg
317.98828125	3618	29/000319.jpg
319.04296875	3630	29/000320.jpg
320.009765625	3641	29/000321.jpg
320.9765625	3652	29/000322.jpg
322.03125	3664	29/000323.jpg
322.998046875	3675	29/000324.jpg
323.96484375	3686	29/000325.jpg
325.01953125	3698	29/000326.jpg
325.986328125	3709	29/000327.jpg
327.041015625	3721	29/000328.jpg
328.0078125	3732	29/000329.jpg
328.974609375	3743	29/000330.jpg
330.029296875	3755	29/000331.jpg
330.99609375	3766	29/000332.jpg
331.962890625	3777	29/000333.jpg
333.017578125	3789	29/000334.jpg
333.984375	3800	29/000335.jpg
335.0390625	3812	29/000336.jpg
336.005859375	3823	29/000337.jpg
336.97265625	3834	29/000338.jpg
338.02734375	3846	29/000339.jpg
338.994140625	3857	29/000340.jpg
339.9609375	3868	29/000341.jpg
341.015625	3880	29/000342.jpg
341.982421875	3891	29/000343.jpg
343.037109375	3903	29/000344.jpg
344.00390625	3914	29/000345.jpg
344.970703125	3925	29/000346.jpg
346.025390625	3937	29/000347.jpg
346.9921875	3948	29/000348.jpg
347.958984375	3959	29/000349.jpg
349.013671875	3971	29/000350.jpg
349.98046875	3982	29/000351.jpg
351.03515625	3994	29/000352.jpg
352.001953125	4005	29/000353.jpg
352.96875	4016	29/000354.jpg
354.0234375	4028	29/000355.jpg
354.990234375	4039	29/000356.jpg
355.95703125	4050	29/000357.jpg
357.01171875	4062	29/000358.jpg
357.978515625	4073	29/000359.jpg
359.033203125	4085	29/000360.jpg
360.0	4096	29/000361.jpg
